,Unnamed: 0,RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,WL,Conf.Record,Non-ConferenceRecord,RoadWL,NETSOS,NETNonConfSOS,Quadrant1,Quadrant2,Quadrant3,Quadrant4,Wins,Losses,WinsPct,ConfWins,ConfLosses,ConfWinsPct,NonConfWins,NonConfLosses,NonConfWinsPct,RoadWins,RoadLosses,RoadWinsPct,Q1Wins,Q1Losses,Q1WinsPct,Q2Wins,Q2Losses,Q2WinsPct,Q3Wins,Q3Losses,Q3WinsPct,Q4Wins,Q4Losses,Q4WinsPct,WAB,BARTHAG,ADJOE,ADJDE,EFG_D,ORB
113,593,2022-23-Tennessee,2022-23,Tennessee,SEC,14.0,AL,4.0,4.0,31.0,103.0,23-10,8-12,2-11,6-4,32.0,46.0,7-7,3-3,6-00,7-00,23.0,10.0,0.696969696969697,8.0,12.0,0.4,2.0,11.0,0.1538461538461540,6.0,4.0,0.6,7.0,7.0,0.5,3.0,3.0,0.5,6.0,0.0,1.0,7.0,0.0,1.0,2.8,0.9401,111.2,87.5,42.8,36.4
114,615,2022-23-Creighton,2022-23,Creighton,Big East,22.0,AL,17.0,17.0,21.0,96.0,21-12,15-7,5-6,6-5,26.0,21.0,9-3,2-7,1-5,6-00,21.0,12.0,0.6363636363636360,15.0,7.0,0.6818181818181820,5.0,6.0,0.4545454545454550,6.0,5.0,0.5454545454545450,9.0,3.0,0.75,2.0,7.0,0.2222222222222220,1.0,5.0,0.1666666666666670,6.0,0.0,1.0,2.2,0.9177,115.0,93.2,47.1,25.3
115,616,2022-23-Pittsburgh,2022-23,Pittsburgh,ACC,44.0,AL,67.0,67.0,100.0,144.0,22-11,15-7,4-7,5-7,90.0,144.0,4-4,5-3,1-5,1-10,22.0,11.0,0.6666666666666670,15.0,7.0,0.6818181818181820,4.0,7.0,0.3636363636363640,5.0,7.0,0.4166666666666670,4.0,4.0,0.5,5.0,3.0,0.625,1.0,5.0,0.1666666666666670,1.0,10.0,0.0909090909090909,-0.3,0.7743,113.1,101.6,48.5,29.5
116,618,2022-23-UConn,2022-23,UConn,Big East,13.0,AL,8.0,8.0,50.0,111.0,25-8,14-8,11-00,5-6,42.0,91.0,6-7,1-6,1-4,8-00,25.0,8.0,0.7575757575757580,14.0,8.0,0.6363636363636360,11.0,0.0,1.0,5.0,6.0,0.4545454545454550,6.0,7.0,0.4615384615384620,1.0,6.0,0.1428571428571430,1.0,4.0,0.2,8.0,0.0,1.0,5.0,0.9643,121.5,91.2,44.4,38.5
117,625,2022-23-Princeton,2022-23,Princeton,Ivy League,61.0,AQ,111.0,116.0,199.0,194.0,19-8,4-12,4-7,4-7,264.0,331.0,0-1,2-2,3-8,2-9,19.0,8.0,0.7037037037037040,4.0,12.0,0.25,4.0,7.0,0.3636363636363640,4.0,7.0,0.3636363636363640,0.0,1.0,0.0,2.0,2.0,0.5,3.0,8.0,0.2727272727272730,2.0,9.0,0.1818181818181820,-3.2,0.7083,109.1,101.0,48.4,28.1
118,633,2022-23-UtahSt.,2022-23,Utah St.,Mountain West,40.0,AL,18.0,19.0,22.0,97.0,25-8,15-6,2-10,4-6,73.0,198.0,5-2,1-9,13-0,2-1,25.0,8.0,0.7575757575757580,15.0,6.0,0.7142857142857140,2.0,10.0,0.1666666666666670,4.0,6.0,0.4,5.0,2.0,0.7142857142857140,1.0,9.0,0.1,13.0,0.0,1.0,2.0,1.0,0.6666666666666670,2.9,0.867,115.4,98.0,48.1,27.4
119,635,2022-23-WestVirginia,2022-23,West Virginia,Big 12,34.0,AL,25.0,24.0,3.0,74.0,19-14,12-8,2-11,8-3,5.0,97.0,13-6,1-6,1-00,6-00,19.0,14.0,0.5757575757575760,12.0,8.0,0.6,2.0,11.0,0.1538461538461540,8.0,3.0,0.7272727272727270,13.0,6.0,0.6842105263157900,1.0,6.0,0.1428571428571430,1.0,0.0,1.0,6.0,0.0,1.0,1.5,0.8933,117.2,97.5,50.9,34.0
120,640,2022-23-UNCAsheville,2022-23,UNC Asheville,Big South,62.0,AQ,140.0,140.0,306.0,233.0,25-7,19-2,5-6,6-10,311.0,173.0,1-1,0-1,2-4,20-3,25.0,7.0,0.78125,19.0,2.0,0.9047619047619050,5.0,6.0,0.4545454545454550,6.0,10.0,0.375,1.0,1.0,0.5,0.0,1.0,0.0,2.0,4.0,0.3333333333333330,20.0,3.0,0.8695652173913040,-1.9,0.4657,102.3,103.5,48.3,25.7
121,649,2022-23-IowaSt.,2022-23,Iowa St.,Big 12,21.0,AL,20.0,20.0,10.0,85.0,19-13,10-10,3-9,8-3,4.0,103.0,11-10,2-2,1-00,6-00,19.0,13.0,0.59375,10.0,10.0,0.5,3.0,9.0,0.25,8.0,3.0,0.7272727272727270,11.0,10.0,0.5238095238095240,2.0,2.0,0.5,1.0,0.0,1.0,6.0,0.0,1.0,2.4,0.8678,107.0,90.9,49.9,33.9
122,653,2022-23-TexasA&M,2022-23,Texas A&M,SEC,25.0,AL,19.0,18.0,54.0,112.0,25-9,17-4,5-8,4-7,43.0,248.0,6-7,1-5,6-00,2-7,25.0,9.0,0.7352941176470590,17.0,4.0,0.8095238095238100,5.0,8.0,0.3846153846153850,4.0,7.0,0.3636363636363640,6.0,7.0,0.4615384615384620,1.0,5.0,0.1666666666666670,6.0,0.0,1.0,2.0,7.0,0.2222222222222220,3.7,0.8808,113.8,95.7,48.2,36.7
123,658,2022-23-Auburn,2022-23,Auburn,SEC,35.0,AL,32.0,32.0,14.0,93.0,20-12,9-10,3-10,8-4,18.0,79.0,10-3,1-6,1-8,3-00,20.0,12.0,0.625,9.0,10.0,0.4736842105263160,3.0,10.0,0.2307692307692310,8.0,4.0,0.6666666666666670,10.0,3.0,0.7692307692307690,1.0,6.0,0.1428571428571430,1.0,8.0,0.1111111111111110,3.0,0.0,1.0,1.1,0.8829,113.1,94.9,45.7,32.8
124,659,2022-23-Nevada,2022-23,Nevada,Mountain West,46.0,AL,37.0,37.0,31.0,103.0,21-10,7-12,3-9,7-6,71.0,132.0,5-4,3-3,2-11,3-00,21.0,10.0,0.6774193548387100,7.0,12.0,0.3684210526315790,3.0,9.0,0.25,7.0,6.0,0.5384615384615380,5.0,4.0,0.5555555555555560,3.0,3.0,0.5,2.0,11.0,0.1538461538461540,3.0,0.0,1.0,0.7,0.7542,109.7,99.5,49.8,22.8
125,670,2022-23-Texas,2022-23,Texas,Big 12,6.0,AQ,7.0,7.0,8.0,82.0,26-8,15-6,2-11,6-4,6.0,124.0,14-8,4-00,1-00,7-00,26.0,8.0,0.7647058823529410,15.0,6.0,0.7142857142857140,2.0,11.0,0.1538461538461540,6.0,4.0,0.6,14.0,8.0,0.6363636363636360,4.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,1.0,7.5,0.9371,116.1,91.8,48.1,28.3
126,673,2022-23-SaintMary's(CA),2022-23,Saint Mary's (CA),WCC,19.0,AL,11.0,11.0,45.0,109.0,25-7,15-3,4-10,2-6,77.0,84.0,3-2,2-7,2-11,5-00,25.0,7.0,0.78125,15.0,3.0,0.8333333333333330,4.0,10.0,0.2857142857142860,2.0,6.0,0.25,3.0,2.0,0.6,2.0,7.0,0.2222222222222220,2.0,11.0,0.1538461538461540,5.0,0.0,1.0,3.4,0.9213,112.1,90.5,47.1,32.6
127,675,2022-23-GrandCanyon,2022-23,Grand Canyon,WAC,57.0,AQ,104.0,104.0,114.0,155.0,21-11,14-7,4-7,5-5,157.0,216.0,2-1,1-2,7-8,1-10,21.0,11.0,0.65625,14.0,7.0,0.6666666666666670,4.0,7.0,0.3636363636363640,5.0,5.0,0.5,2.0,1.0,0.6666666666666670,1.0,2.0,0.3333333333333330,7.0,8.0,0.4666666666666670,1.0,10.0,0.0909090909090909,-3.8,0.6388,111.3,106.0,47.5,30.2
128,692,2022-23-KansasSt.,2022-23,Kansas St.,Big 12,11.0,AL,24.0,23.0,18.0,95.0,23-9,8-11,1-12,7-4,16.0,310.0,8-9,1-4,3-00,7-00,23.0,9.0,0.71875,8.0,11.0,0.4210526315789470,1.0,12.0,0.0769230769230769,7.0,4.0,0.6363636363636360,8.0,9.0,0.4705882352941180,1.0,4.0,0.2,3.0,0.0,1.0,7.0,0.0,1.0,4.2,0.8803,112.6,94.7,48.1,29.9
129,715,2022-23-Iowa,2022-23,Iowa,Big Ten,32.0,AL,39.0,39.0,26.0,98.0,19-13,10-11,3-8,7-4,23.0,126.0,7-4,3-9,2-1,1-5,19.0,13.0,0.59375,10.0,11.0,0.4761904761904760,3.0,8.0,0.2727272727272730,7.0,4.0,0.6363636363636360,7.0,4.0,0.6363636363636360,3.0,9.0,0.25,2.0,1.0,0.6666666666666670,1.0,5.0,0.1666666666666670,0.3,0.8385,119.9,103.9,53.3,32.1
130,716,2022-23-Marquette,2022-23,Marquette,Big East,8.0,AQ,12.0,12.0,50.0,111.0,28-6,20-3,3-8,4-9,45.0,153.0,5-8,6-00,1-6,8-00,28.0,6.0,0.8235294117647060,20.0,3.0,0.8695652173913040,3.0,8.0,0.2727272727272730,4.0,9.0,0.3076923076923080,5.0,8.0,0.3846153846153850,6.0,0.0,1.0,1.0,6.0,0.1428571428571430,8.0,0.0,1.0,7.8,0.9197,118.7,96.0,51.0,26.2
131,733,2022-23-UCLA,2022-23,UCLA,Pac-12,5.0,AL,3.0,3.0,30.0,102.0,29-5,20-3,2-9,2-9,46.0,114.0,5-8,9-00,5-00,7-00,29.0,5.0,0.8529411764705880,20.0,3.0,0.8695652173913040,2.0,9.0,0.1818181818181820,2.0,9.0,0.1818181818181820,5.0,8.0,0.3846153846153850,9.0,0.0,1.0,5.0,0.0,1.0,7.0,0.0,1.0,8.4,0.9528,114.9,88.5,46.8,33.0
132,745,2022-23-Indiana,2022-23,Indiana,Big Ten,15.0,AL,30.0,30.0,18.0,95.0,22-11,13-9,2-9,7-5,12.0,104.0,9-6,2-6,4-00,6-00,22.0,11.0,0.6666666666666670,13.0,9.0,0.5909090909090910,2.0,9.0,0.1818181818181820,7.0,5.0,0.5833333333333330,9.0,6.0,0.6,2.0,6.0,0.25,4.0,0.0,1.0,6.0,0.0,1.0,3.4,0.8557,113.1,96.9,47.2,28.1
133,747,2022-23-FDU,2022-23,FDU,NEC,68.0,AQ,301.0,301.0,363.0,300.0,17-15,7-12,8-5,9-8,363.0,343.0,0-1,0-0,2-1,16-12,17.0,15.0,0.53125,7.0,12.0,0.3684210526315790,8.0,5.0,0.6153846153846150,9.0,8.0,0.5294117647058820,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666670,16.0,12.0,0.5714285714285710,-12.2,0.2909,106.1,114.7,54.7,30.9
134,754,2022-23-NCState,2022-23,NC State,ACC,41.0,AL,45.0,45.0,83.0,131.0,23-10,13-9,1-10,6-4,78.0,246.0,6-1,4-7,5-00,10-00,23.0,10.0,0.696969696969697,13.0,9.0,0.5909090909090910,1.0,10.0,0.0909090909090909,6.0,4.0,0.6,6.0,1.0,0.8571428571428570,4.0,7.0,0.3636363636363640,5.0,0.0,1.0,10.0,0.0,1.0,1.1,0.8272,113.6,99.2,49.8,30.4
135,756,2022-23-ArizonaSt.,2022-23,Arizona St.,Pac-12,45.0,AL,66.0,66.0,59.0,113.0,22-12,13-10,2-9,6-7,55.0,183.0,6-5,5-4,5-00,1-8,22.0,12.0,0.6470588235294120,13.0,10.0,0.5652173913043480,2.0,9.0,0.1818181818181820,6.0,7.0,0.4615384615384620,6.0,5.0,0.5454545454545450,5.0,4.0,0.5555555555555560,5.0,0.0,1.0,1.0,8.0,0.1111111111111110,1.2,0.8207,108.4,95.0,46.5,29.2
136,762,2022-23-Fla.Atlantic,2022-23,Fla. Atlantic,CUSA,33.0,AQ,13.0,13.0,124.0,162.0,29-3,21-2,1-8,3-11,152.0,294.0,1-2,2-4,11-00,12-00,29.0,3.0,0.90625,21.0,2.0,0.9130434782608700,1.0,8.0,0.1111111111111110,3.0,11.0,0.2142857142857140,1.0,2.0,0.3333333333333330,2.0,4.0,0.3333333333333330,11.0,0.0,1.0,12.0,0.0,1.0,4.7,0.8815,114.0,95.8,46.1,31.4
137,763,2022-23-OralRoberts,2022-23,Oral Roberts,Summit League,48.0,AQ,36.0,36.0,262.0,216.0,26-4,21-0,4-5,4-11,202.0,6.0,0-4,1-00,6-00,19-0,26.0,4.0,0.8666666666666670,21.0,0.0,1.0,4.0,5.0,0.4444444444444440,4.0,11.0,0.2666666666666670,0.0,4.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,19.0,0.0,1.0,1.6,0.7487,111.8,101.6,48.6,24.5
138,764,2022-23-BoiseSt.,2022-23,Boise St.,Mountain West,37.0,AL,29.0,27.0,45.0,109.0,23-9,14-6,3-9,6-6,60.0,135.0,5-3,2-9,2-6,5-00,23.0,9.0,0.71875,14.0,6.0,0.7,3.0,9.0,0.25,6.0,6.0,0.5,5.0,3.0,0.625,2.0,9.0,0.1818181818181820,2.0,6.0,0.25,5.0,0.0,1.0,2.1,0.8361,110.1,95.6,47.5,27.2
139,780,2022-23-Missouri,2022-23,Missouri,SEC,27.0,AL,42.0,42.0,61.0,114.0,24-9,8-12,1-12,5-5,35.0,211.0,9-6,4-00,6-00,8-00,24.0,9.0,0.7272727272727270,8.0,12.0,0.4,1.0,12.0,0.0769230769230769,5.0,5.0,0.5,9.0,6.0,0.6,4.0,0.0,1.0,6.0,0.0,1.0,8.0,0.0,1.0,3.5,0.7939,117.5,104.5,52.3,26.3
140,785,2022-23-Virginia,2022-23,Virginia,ACC,16.0,AL,27.0,26.0,76.0,126.0,25-7,17-6,1-8,5-6,72.0,42.0,5-5,1-6,1-5,9-00,25.0,7.0,0.78125,17.0,6.0,0.7391304347826090,1.0,8.0,0.1111111111111110,5.0,6.0,0.4545454545454550,5.0,5.0,0.5,1.0,6.0,0.1428571428571430,1.0,5.0,0.1666666666666670,9.0,0.0,1.0,4.1,0.8591,110.0,94.0,48.3,25.6
141,790,2022-23-Purdue,2022-23,Purdue,Big Ten,4.0,AQ,5.0,5.0,16.0,94.0,29-5,18-5,11-00,3-8,20.0,81.0,4-10,1-9,5-00,5-00,29.0,5.0,0.8529411764705880,18.0,5.0,0.782608695652174,11.0,0.0,1.0,3.0,8.0,0.2727272727272730,4.0,10.0,0.2857142857142860,1.0,9.0,0.1,5.0,0.0,1.0,5.0,0.0,1.0,9.4,0.9333,117.9,93.7,47.2,38.4
142,791,2022-23-Houston,2022-23,Houston,The American,2.0,AL,1.0,1.0,93.0,138.0,31-3,19-2,1-12,11-00,92.0,74.0,2-7,8-00,1-7,9-00,31.0,3.0,0.9117647058823530,19.0,2.0,0.9047619047619050,1.0,12.0,0.0769230769230769,11.0,0.0,1.0,2.0,7.0,0.2222222222222220,8.0,0.0,1.0,1.0,7.0,0.125,9.0,0.0,1.0,8.0,0.9532,117.3,90.3,42.7,37.1
143,793,2022-23-Colgate,2022-23,Colgate,Patriot,60.0,AQ,101.0,101.0,324.0,243.0,25-8,20-1,7-5,4-11,345.0,238.0,0-1,1-00,5-2,22-2,25.0,8.0,0.7575757575757580,20.0,1.0,0.9523809523809520,7.0,5.0,0.5833333333333330,4.0,11.0,0.2666666666666670,0.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,0.7142857142857140,22.0,2.0,0.9166666666666670,-3.7,0.6607,112.5,106.1,52.2,25.0
144,796,2022-23-Howard,2022-23,Howard,MEAC,64.0,AQ,214.0,214.0,293.0,228.0,19-12,14-3,9-5,8-6,296.0,171.0,0-3,0-0,6-4,15-3,19.0,12.0,0.6129032258064520,14.0,3.0,0.8235294117647060,9.0,5.0,0.6428571428571430,8.0,6.0,0.5714285714285710,0.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,0.6,15.0,3.0,0.8333333333333330,-7.3,0.4031,102.7,106.3,50.9,33.7
145,801,2022-23-PennSt.,2022-23,Penn St.,Big Ten,38.0,AL,48.0,49.0,18.0,95.0,22-13,13-11,2-9,7-4,21.0,278.0,7-7,5-5,1-4,6-00,22.0,13.0,0.6285714285714290,13.0,11.0,0.5416666666666670,2.0,9.0,0.1818181818181820,7.0,4.0,0.6363636363636360,7.0,7.0,0.5,5.0,5.0,0.5,1.0,4.0,0.2,6.0,0.0,1.0,1.3,0.8547,117.5,100.7,49.1,19.2
146,802,2022-23-MichiganSt.,2022-23,Michigan St.,Big Ten,26.0,AL,33.0,33.0,3.0,74.0,19-12,9-11,3-8,7-5,7.0,37.0,9-5,2-8,1-2,4-00,19.0,12.0,0.6129032258064520,9.0,11.0,0.45,3.0,8.0,0.2727272727272730,7.0,5.0,0.5833333333333330,9.0,5.0,0.6428571428571430,2.0,8.0,0.2,1.0,2.0,0.3333333333333330,4.0,0.0,1.0,2.4,0.8771,114.4,96.4,48.6,27.6
147,806,2022-23-TCU,2022-23,TCU,Big 12,24.0,AL,28.0,28.0,40.0,106.0,21-12,10-10,2-11,7-3,11.0,292.0,11-8,5-00,0-0,1-8,21.0,12.0,0.6363636363636360,10.0,10.0,0.5,2.0,11.0,0.1538461538461540,7.0,3.0,0.7,11.0,8.0,0.5789473684210530,5.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.1111111111111110,2.2,0.8704,111.7,94.6,48.1,32.2
148,809,2023-24-Nevada,2023-24,Nevada,Mountain West,37.0,AL,34.0,34.0,94.0,133.0,25-7,13-6,1-12,3-8,88.0,247.0,6-6,2-00,1-8,9-00,25.0,7.0,0.78125,13.0,6.0,0.6842105263157900,1.0,12.0,0.0769230769230769,3.0,8.0,0.2727272727272730,6.0,6.0,0.5,2.0,0.0,1.0,1.0,8.0,0.1111111111111110,9.0,0.0,1.0,2.7,0.8632,115.1,98.0,48.2,27.5
149,810,2023-24-SaintMary's(CA),2023-24,Saint Mary's (CA),WCC,20.0,AQ,16.0,16.0,106.0,147.0,25-7,17-1,6-8,9-00,102.0,80.0,3-5,2-3,2-5,12-00,25.0,7.0,0.78125,17.0,1.0,0.9444444444444440,6.0,8.0,0.4285714285714290,9.0,0.0,1.0,3.0,5.0,0.375,2.0,3.0,0.4,2.0,5.0,0.2857142857142860,12.0,0.0,1.0,1.4,0.9198,115.8,93.7,45.1,39.0
150,821,2023-24-McNeese,2023-24,McNeese,Southland,49.0,AQ,56.0,56.0,323.0,244.0,26-3,19-1,2-7,3-11,338.0,129.0,1-00,2-2,4-00,19-1,26.0,3.0,0.896551724137931,19.0,1.0,0.95,2.0,7.0,0.2222222222222220,3.0,11.0,0.2142857142857140,1.0,0.0,1.0,2.0,2.0,0.5,4.0,0.0,1.0,19.0,1.0,0.95,0.7,0.7524,111.3,101.0,47.8,32.1
151,827,2023-24-Vermont,2023-24,Vermont,America East,51.0,AQ,102.0,102.0,222.0,204.0,26-6,18-1,5-8,4-10,285.0,182.0,0-2,2-00,3-9,15-1,26.0,6.0,0.8125,18.0,1.0,0.9473684210526320,5.0,8.0,0.3846153846153850,4.0,10.0,0.2857142857142860,0.0,2.0,0.0,2.0,0.0,1.0,3.0,9.0,0.25,15.0,1.0,0.9375,-1.2,0.6593,104.5,98.7,46.7,22.4
152,828,2023-24-Duke,2023-24,Duke,ACC,13.0,AL,10.0,10.0,59.0,111.0,24-8,15-6,2-9,4-7,71.0,116.0,4-5,4-6,7-00,6-00,24.0,8.0,0.75,15.0,6.0,0.7142857142857140,2.0,9.0,0.1818181818181820,4.0,7.0,0.3636363636363640,4.0,5.0,0.4444444444444440,4.0,6.0,0.4,7.0,0.0,1.0,6.0,0.0,1.0,3.3,0.9272,120.8,96.8,49.0,31.8
153,838,2023-24-BoiseSt.,2023-24,Boise St.,Mountain West,38.0,AL,26.0,27.0,50.0,107.0,20-10,13-6,4-7,3-7,51.0,32.0,5-6,4-3,1-3,8-00,20.0,10.0,0.6666666666666670,13.0,6.0,0.6842105263157900,4.0,7.0,0.3636363636363640,3.0,7.0,0.3,5.0,6.0,0.4545454545454550,4.0,3.0,0.5714285714285710,1.0,3.0,0.25,8.0,0.0,1.0,0.9,0.8538,114.0,97.8,49.8,32.5
154,845,2023-24-Dayton,2023-24,Dayton,Atlantic 10,28.0,AL,23.0,23.0,80.0,120.0,24-7,14-5,2-10,5-6,92.0,40.0,4-3,3-5,9-00,7-00,24.0,7.0,0.7741935483870970,14.0,5.0,0.7368421052631580,2.0,10.0,0.1666666666666670,5.0,6.0,0.4545454545454550,4.0,3.0,0.5714285714285710,3.0,5.0,0.375,9.0,0.0,1.0,7.0,0.0,1.0,2.6,0.8547,117.4,100.7,47.9,26.9
155,850,2023-24-MississippiSt.,2023-24,Mississippi St.,SEC,32.0,AL,31.0,31.0,25.0,97.0,21-13,11-10,2-11,8-2,28.0,234.0,9-4,3-4,7-00,1-6,21.0,13.0,0.6176470588235290,11.0,10.0,0.5238095238095240,2.0,11.0,0.1538461538461540,8.0,2.0,0.8,9.0,4.0,0.6923076923076920,3.0,4.0,0.4285714285714290,7.0,0.0,1.0,1.0,6.0,0.1428571428571430,0.8,0.8772,112.6,94.9,47.7,35.4
156,856,2023-24-IowaSt.,2023-24,Iowa St.,Big 12,8.0,AQ,6.0,6.0,59.0,111.0,27-7,16-5,2-11,5-5,16.0,324.0,6-10,1-6,2-00,9-00,27.0,7.0,0.7941176470588240,16.0,5.0,0.7619047619047620,2.0,11.0,0.1538461538461540,5.0,5.0,0.5,6.0,10.0,0.375,1.0,6.0,0.1428571428571430,2.0,0.0,1.0,9.0,0.0,1.0,6.9,0.9583,113.6,86.5,47.1,31.6
157,865,2023-24-Arizona,2023-24,Arizona,Pac-12,6.0,AL,4.0,4.0,11.0,89.0,25-8,16-6,2-9,4-7,49.0,13.0,3-8,4-7,1-8,2-00,25.0,8.0,0.7575757575757580,16.0,6.0,0.7272727272727270,2.0,9.0,0.1818181818181820,4.0,7.0,0.3636363636363640,3.0,8.0,0.2727272727272730,4.0,7.0,0.3636363636363640,1.0,8.0,0.1111111111111110,2.0,0.0,1.0,4.9,0.9526,121.5,93.6,48.7,36.3
158,871,2023-24-Drake,2023-24,Drake,MVC,40.0,AQ,47.0,47.0,108.0,149.0,27-6,19-4,2-8,5-6,130.0,282.0,1-4,3-3,2-9,11-00,27.0,6.0,0.8181818181818180,19.0,4.0,0.8260869565217390,2.0,8.0,0.2,5.0,6.0,0.4545454545454550,1.0,4.0,0.2,3.0,3.0,0.5,2.0,9.0,0.1818181818181820,11.0,0.0,1.0,1.7,0.8283,114.8,100.2,51.0,24.2
159,872,2023-24-Howard,2023-24,Howard,MEAC,67.0,AQ,273.0,273.0,343.0,254.0,16-16,5-12,11-4,9-6,336.0,242.0,0-1,0-3,5-1,15-7,16.0,16.0,0.5,5.0,12.0,0.2941176470588240,11.0,4.0,0.7333333333333330,9.0,6.0,0.6,0.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,0.8333333333333330,15.0,7.0,0.6818181818181820,-12.1,0.2913,104.5,112.9,50.9,33.4
160,873,2023-24-Samford,2023-24,Samford,SoCon,53.0,AQ,74.0,74.0,213.0,201.0,27-5,18-3,2-9,5-8,260.0,261.0,0-2,2-00,3-10,15-0,27.0,5.0,0.84375,18.0,3.0,0.8571428571428570,2.0,9.0,0.1818181818181820,5.0,8.0,0.3846153846153850,0.0,2.0,0.0,2.0,0.0,1.0,3.0,10.0,0.2307692307692310,15.0,0.0,1.0,0.07,0.7315,111.7,102.4,50.0,30.2
161,875,2023-24-Colgate,2023-24,Colgate,Patriot,58.0,AQ,125.0,125.0,323.0,244.0,24-9,19-2,7-5,5-10,270.0,41.0,0-2,3-1,1-2,21-3,24.0,9.0,0.7272727272727270,19.0,2.0,0.9047619047619050,7.0,5.0,0.5833333333333330,5.0,10.0,0.3333333333333330,0.0,2.0,0.0,3.0,1.0,0.75,1.0,2.0,0.3333333333333330,21.0,3.0,0.875,-4.1,0.5128,102.3,101.8,47.2,25.0
162,877,2023-24-Yale,2023-24,Yale,Ivy League,52.0,AQ,83.0,81.0,128.0,164.0,20-9,13-3,6-7,6-9,134.0,92.0,0-3,2-3,2-10,2-7,20.0,9.0,0.6896551724137930,13.0,3.0,0.8125,6.0,7.0,0.4615384615384620,6.0,9.0,0.4,0.0,3.0,0.0,2.0,3.0,0.4,2.0,10.0,0.1666666666666670,2.0,7.0,0.2222222222222220,-2.5,0.7437,109.8,100.1,49.7,28.4
163,887,2023-24-Gonzaga,2023-24,Gonzaga,WCC,21.0,AL,17.0,17.0,119.0,156.0,24-7,15-3,4-9,2-8,91.0,20.0,6-3,1-4,5-00,12-00,24.0,7.0,0.7741935483870970,15.0,3.0,0.8333333333333330,4.0,9.0,0.3076923076923080,2.0,8.0,0.2,6.0,3.0,0.6666666666666670,1.0,4.0,0.2,5.0,0.0,1.0,12.0,0.0,1.0,2.5,0.9151,121.3,98.6,47.3,33.3
164,890,2023-24-NorthCarolina,2023-24,North Carolina,ACC,4.0,AL,8.0,8.0,13.0,91.0,27-7,19-4,3-8,2-8,32.0,25.0,3-9,4-7,6-00,5-00,27.0,7.0,0.7941176470588240,19.0,4.0,0.8260869565217390,3.0,8.0,0.2727272727272730,2.0,8.0,0.2,3.0,9.0,0.25,4.0,7.0,0.3636363636363640,6.0,0.0,1.0,5.0,0.0,1.0,6.6,0.9305,116.8,93.2,46.4,32.8
165,905,2023-24-Kentucky,2023-24,Kentucky,SEC,11.0,AL,18.0,19.0,59.0,111.0,23-9,13-6,3-10,3-7,56.0,173.0,7-6,1-2,1-8,7-00,23.0,9.0,0.71875,13.0,6.0,0.6842105263157900,3.0,10.0,0.2307692307692310,3.0,7.0,0.3,7.0,6.0,0.5384615384615380,1.0,2.0,0.3333333333333330,1.0,8.0,0.1111111111111110,7.0,0.0,1.0,2.9,0.8934,123.0,102.2,49.5,28.9
166,907,2023-24-Colorado,2023-24,Colorado,Pac-12,39.0,AL,25.0,25.0,55.0,109.0,24-10,15-8,2-9,7-4,81.0,262.0,5-4,5-6,7-00,7-00,24.0,10.0,0.7058823529411770,15.0,8.0,0.6521739130434780,2.0,9.0,0.1818181818181820,7.0,4.0,0.6363636363636360,5.0,4.0,0.5555555555555560,5.0,6.0,0.4545454545454550,7.0,0.0,1.0,7.0,0.0,1.0,1.7,0.8866,117.2,98.0,49.3,32.4
167,921,2023-24-SanDiegoSt.,2023-24,San Diego St.,Mountain West,18.0,AL,20.0,21.0,19.0,93.0,22-10,13-8,2-9,8-6,25.0,15.0,9-4,1-6,6-00,6-00,22.0,10.0,0.6875,13.0,8.0,0.6190476190476190,2.0,9.0,0.1818181818181820,8.0,6.0,0.5714285714285710,9.0,4.0,0.6923076923076920,1.0,6.0,0.1428571428571430,6.0,0.0,1.0,6.0,0.0,1.0,2.6,0.8789,111.5,93.9,47.2,32.7
168,923,2023-24-Duquesne,2023-24,Duquesne,Atlantic 10,46.0,AQ,80.0,83.0,85.0,124.0,23-11,14-8,3-9,6-5,96.0,181.0,3-2,5-6,3-5,10-00,23.0,11.0,0.6764705882352940,14.0,8.0,0.6363636363636360,3.0,9.0,0.25,6.0,5.0,0.5454545454545450,3.0,2.0,0.6,5.0,6.0,0.4545454545454550,3.0,5.0,0.375,10.0,0.0,1.0,-1.8,0.7612,106.3,96.1,48.0,29.9
169,925,2023-24-Kansas,2023-24,Kansas,Big 12,14.0,AL,19.0,20.0,7.0,84.0,21-10,9-10,1-11,7-3,2.0,36.0,9-7,6-00,1-4,4-00,21.0,10.0,0.6774193548387100,9.0,10.0,0.4736842105263160,1.0,11.0,0.0833333333333333,7.0,3.0,0.7,9.0,7.0,0.5625,6.0,0.0,1.0,1.0,4.0,0.2,4.0,0.0,1.0,4.3,0.9111,113.5,92.7,47.6,25.3
